,video_no,sentence_no,split_video_no,text,start_time,end_time,offensive,offensiveness level,sentiment,video_path,audio_path
2844,video_713.mp4,3,video_713_3.mp4,ye naam laga ke ghum rela hai tu tiwedi,5.406,8.151,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_713_3.mp4,./final_data/audio_conv/video_713_3.npy
2845,video_713.mp4,4,video_713_4.mp4,aur thori der me aa jaata muth maar ke,9.536,11.719,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_713_4.mp4,./final_data/audio_conv/video_713_4.npy
2846,video_713.mp4,5,video_713_5.mp4,sambhal isko apne tattu ko,11.72,13.598,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_713_5.mp4,./final_data/audio_conv/video_713_5.npy
2847,video_714.mp4,1,video_714_1.mp4,Aree bhosdiwale apne kaam pe tu dhyan de,0,3.142,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_714_1.mp4,./final_data/audio_conv/video_714_1.npy
2848,video_714.mp4,2,video_714_2.mp4,dusro ke kaam be tum kaiko taange daal rahe,3.151,5.552,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_714_2.mp4,./final_data/audio_conv/video_714_2.npy
2849,video_714.mp4,3,video_714_3.mp4,"Abe bhosdiwale apne kaam pe tu dhyan de, dusro ke kaam mein tum kaiko taange daal",5.553,10.156,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_714_3.mp4,./final_data/audio_conv/video_714_3.npy
2850,video_715.mp4,1,video_715_1.mp4,Aise lawde ka chhata ghuma ke tere muh me maarunga na,0,4.154,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_715_1.mp4,./final_data/audio_conv/video_715_1.npy
2851,video_715.mp4,2,video_715_2.mp4,ki idhar lawda chap jayega,4.254,6.662,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_715_2.mp4,./final_data/audio_conv/video_715_2.npy
2852,video_715.mp4,3,video_715_3.mp4,phir puri zindagi mera lawda apne muh me lekar ghumega,6.854,10.651,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_715_3.mp4,./final_data/audio_conv/video_715_3.npy
2853,video_715.mp4,4,video_715_4.mp4,ruk paanch minute,10.82,11.512,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_715_4.mp4,./final_data/audio_conv/video_715_4.npy
2854,video_715.mp4,5,video_715_5.mp4,bhaag bhosdiwala,11.512,12.87,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_715_5.mp4,./final_data/audio_conv/video_715_5.npy
2855,video_716.mp4,1,video_716_1.mp4,Lawde ke baal bhenchod horn gaand me daal le,0,3.814,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_716_1.mp4,./final_data/audio_conv/video_716_1.npy
2856,video_717.mp4,1,video_717_1.mp4,rohit teri roz tel chatayi karta hai na jisse teri kaddu me dard hota hai,0,4.156,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_717_1.mp4,./final_data/audio_conv/video_717_1.npy
2857,video_717.mp4,2,video_717_2.mp4,ab se tum ye fourmula aajmao tumhare kaddu me kabhi bhi dard nhi karega,6.903,10.285,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_717_2.mp4,./final_data/audio_conv/video_717_2.npy
2858,video_717.mp4,3,video_717_3.mp4,isme likha hai jab bhi tum ghodi bano thoda sa tel laga liya karo,10.785,13.821,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_717_3.mp4,./final_data/audio_conv/video_717_3.npy
2859,video_718.mp4,1,video_718_1.mp4,chhoti si bitti ko bitta banane wala,0,1.652,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_718_1.mp4,./final_data/audio_conv/video_718_1.npy
2860,video_718.mp4,2,video_718_2.mp4,kyu be saale meri bandi ke chhote se bitte me apna bhutta dalega,1.902,4.254,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_718_2.mp4,./final_data/audio_conv/video_718_2.npy
2861,video_718.mp4,3,video_718_3.mp4,tune mere bitte me bhi apna bhutta dala kuch nhi kha tujhe maine,4.901,7.654,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_718_3.mp4,./final_data/audio_conv/video_718_3.npy
2862,video_718.mp4,4,video_718_4.mp4,raj yahi hai wo jisne mere chhote se bil me apna bhutta daal diya saale ka kaddu to khada bhi nhi hota,9.568,15.004,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_718_4.mp4,./final_data/audio_conv/video_718_4.npy
2863,video_718.mp4,5,video_718_5.mp4,"kyu be tera khada nhi hota, isse puch maine iski do baar tel chatayi ki",17.002,19.756,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_718_5.mp4,./final_data/audio_conv/video_718_5.npy
2864,video_719.mp4,1,video_719_1.mp4,are maut ka pata nhi saare gile sikwe mita dena tum wah wah aur maut aane se pahle ek baar mera hila dena tum,0,10.908,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_719_1.mp4,./final_data/audio_conv/video_719_1.npy
2865,video_720.mp4,1,video_720_1.mp4,Abe gaandu gyani jayda gyaan mat pel tere item ko de dunga saande ka tel,0,3.405,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_720_1.mp4,./final_data/audio_conv/video_720_1.npy
2866,video_720.mp4,2,video_720_2.mp4,"meri bandi hai hot teri bandi hai fail, abe station me jaake kisi chhakke ko pel",3.453,7.683,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_720_2.mp4,./final_data/audio_conv/video_720_2.npy
2867,video_720.mp4,3,video_720_3.mp4,"purak tripur mere ko diss kar rha, main item ko apne kiss kar rha",8,11.772,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_720_3.mp4,./final_data/audio_conv/video_720_3.npy
2868,video_720.mp4,4,video_720_4.mp4,"kya bola hum gadhara, phir chacha se kahe tu mara rha",12.25,15.485,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_720_4.mp4,./final_data/audio_conv/video_720_4.npy
2869,video_720.mp4,5,video_720_5.mp4,"abe ali bali chamatkaar naam mera kalakaar, abe jharkhand ka bacha log kare tera balatkaar",15.855,19.81,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_720_5.mp4,./final_data/audio_conv/video_720_5.npy
2870,video_721.mp4,1,video_721_1.mp4,te ko do mahina laga mujhe diss karne teri item to chacha ke bistar me,0,3.655,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_721_1.mp4,./final_data/audio_conv/video_721_1.npy
2871,video_721.mp4,2,video_721_2.mp4,tere abba ka bhi yahan father hai bhai tere chacha ke dhoti me gaajar hai bhai,4.012,7.67,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_721_2.mp4,./final_data/audio_conv/video_721_2.npy
2872,video_721.mp4,3,video_721_3.mp4,tu khayega maja ayega phir chacha hi chacha tu gayega,7.968,11.619,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_721_3.mp4,./final_data/audio_conv/video_721_3.npy
2873,video_721.mp4,4,video_721_4.mp4,tera dance dekha chacha ko maza nhi aa rha tu to chhamiya ke jaisa bas gandiya hila raha,11.921,15.921,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_721_4.mp4,./final_data/audio_conv/video_721_4.npy
2874,video_721.mp4,5,video_721_5.mp4,hater log ko tum dum aloo khila rha aur chacha ko bole ki dong nhi pata rha,16.182,19.619,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_721_5.mp4,./final_data/audio_conv/video_721_5.npy
2875,video_721.mp4,6,video_721_6.mp4,"hater ho ya koi, koi nhi takkar me bhole ka bhakt nhi ladki ka chakkar me, kala bazaari tujhe kaat dunga hatthar se",20.037,26.75,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_721_6.mp4,./final_data/audio_conv/video_721_6.npy
2876,video_722.mp4,1,video_722_1.mp4,"Namaskar, bankok ki sadko se ekdum dhakad news aap dekh rahe hai dharmendar dhakad ke saath",4.4,8.405,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_1.mp4,./final_data/audio_conv/video_722_1.npy
2877,video_722.mp4,2,video_722_2.mp4,aur yahan par ekdum ground level ke lepot aplog ke liye dekha rahe hai ji ekdum,8.602,12.002,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_2.mp4,./final_data/audio_conv/video_722_2.npy
2878,video_722.mp4,3,video_722_3.mp4,pata hai india ke bahar aane par ago chij humko pata chala hai ji ki,14.602,18.002,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_3.mp4,./final_data/audio_conv/video_722_3.npy
2879,video_722.mp4,4,video_722_4.mp4,"jab india me rahiye na tab pura mann karega ki chinese khana khaye, thai khana khaye",18.339,22.834,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_4.mp4,./final_data/audio_conv/video_722_4.npy
2880,video_722.mp4,5,video_722_5.mp4,India se bahri aa jyega na tab mann karega ki,23.089,25.005,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_5.mp4,./final_data/audio_conv/video_722_5.npy
2881,video_722.mp4,6,video_722_6.mp4,behenchod ago ajjeb sa aapke gaand me chull uthega,25.236,28.152,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_722_6.mp4,./final_data/audio_conv/video_722_6.npy
2882,video_722.mp4,7,video_722_7.mp4,ki indian khana khana hai daal bhaat khana hai hum tabse yaar bhatak rahe,28.152,31.886,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_7.mp4,./final_data/audio_conv/video_722_7.npy
2883,video_722.mp4,8,video_722_8.mp4,dekho behenchod kuchho bech raha hai lauda lahsun,32.008,34.002,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_722_8.mp4,./final_data/audio_conv/video_722_8.npy
2884,video_722.mp4,9,video_722_9.mp4,are onne dekhao na yaar ka tum karta hai ji,34.112,35.992,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_9.mp4,./final_data/audio_conv/video_722_9.npy
2885,video_722.mp4,10,video_722_10.mp4,haan onne dekhao ohani ke,36.117,37.254,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_722_10.mp4,./final_data/audio_conv/video_722_10.npy
2886,video_722.mp4,11,video_722_11.mp4,dekho kucho behenchod yahan pe kuch bhi bech de raha hai,37.356,40.702,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_722_11.mp4,./final_data/audio_conv/video_722_11.npy
2887,video_722.mp4,12,video_722_12.mp4,khassi ka laad udd fry kar ke de rha hai uu sab ka khaya jaye,41.002,44.213,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_722_12.mp4,./final_data/audio_conv/video_722_12.npy
2888,video_722.mp4,13,video_722_13.mp4,lekin aap log ke liye behenchod yahan pe hai hamni lawda lahsun khaa ke,46.905,50.554,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_722_13.mp4,./final_data/audio_conv/video_722_13.npy
2889,video_723.mp4,1,video_723_1.mp4,muh mai le lund mujhe chodna mat sikha,0,2.65,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_723_1.mp4,./final_data/audio_conv/video_723_1.npy
2890,video_723.mp4,2,video_723_2.mp4,tuta mera dil use jodna mat sikha muh mai le lund mujhe chodna mat sikha,2.95,6,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_723_2.mp4,./final_data/audio_conv/video_723_2.npy
2891,video_724.mp4,1,video_724_1.mp4,Tuhya aaicha ghoda aata pakad maza lauda,0,1.982,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_724_1.mp4,./final_data/audio_conv/video_724_1.npy
2892,video_724.mp4,2,video_724_2.mp4,"mere pyaare dil ko tune daga diya, mere soye lund ko tune jaga diya",2.151,6.338,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_724_2.mp4,./final_data/audio_conv/video_724_2.npy
2893,video_724.mp4,3,video_724_3.mp4,"teri yaad mai din bhar kitna hilau, kitne sare dosto ko mai daaru pilau",6.538,10.992,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_724_3.mp4,./final_data/audio_conv/video_724_3.npy
2894,video_724.mp4,4,video_724_4.mp4,"jee karda mere dosto se milau, un sab se milake tuje paani pilau",11.204,15.552,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_724_4.mp4,./final_data/audio_conv/video_724_4.npy
2895,video_724.mp4,5,video_724_5.mp4,"Tere saaye mai muje dikhne laga bhoot, teri maa ki choot bhai badi majboot",16.121,20.121,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_724_5.mp4,./final_data/audio_conv/video_724_5.npy
2896,video_724.mp4,6,video_724_6.mp4,"Daale ganna nikle juice, tune na karke ud gaye hosh, tujhe chode mere cotton ke dost",20.231,25.982,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_724_6.mp4,./final_data/audio_conv/video_724_6.npy
2897,video_725.mp4,1,video_725_1.mp4,Mere dost ne ki teri choot ki waha-wah Tijya aaila aata zhav-zhav zava,0,3.154,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_725_1.mp4,./final_data/audio_conv/video_725_1.npy
2898,video_725.mp4,2,video_725_2.mp4,"tujhya dukkhat baslo mi samudra chya kathya, tu geeli bhosdyat aata marto tula paathyava r",3.423,7.829,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_725_2.mp4,./final_data/audio_conv/video_725_2.npy
2899,video_726.mp4,1,video_726_1.mp4,"maine khoya mera hausla, katwa teri zhaate kitna badh gaya tera ghosla",0,3.202,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_726_1.mp4,./final_data/audio_conv/video_726_1.npy
2900,video_726.mp4,2,video_726_2.mp4,"Ghosle mai dekhu teri laal laal choot, tere laal hontho se pee mera mooth",3.404,7.9,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_726_2.mp4,./final_data/audio_conv/video_726_2.npy
2901,video_726.mp4,3,video_726_3.mp4,"tere liye maine meri family chhodi, tula aata lagi majhya lavdya chi godi",8.035,12.205,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_726_3.mp4,./final_data/audio_conv/video_726_3.npy
2902,video_726.mp4,4,video_726_4.mp4,"Tere itne bade boobs usse kitna dabau, Baj gaye baara kitna lagau",12.289,16.787,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_726_4.mp4,./final_data/audio_conv/video_726_4.npy
2903,video_726.mp4,5,video_726_5.mp4,"tujhe laad purvayla karat hoto jhool, Tula zhavun zhavun tujhi pucchi zhali gol",17.037,21.139,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_726_5.mp4,./final_data/audio_conv/video_726_5.npy
2904,video_726.mp4,6,video_726_6.mp4,"Mene nahi rakha mere pyaar ka hisab, Chodte time kiya tune bed pe saaf",21.287,24.887,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_726_6.mp4,./final_data/audio_conv/video_726_6.npy
2905,video_727.mp4,1,video_727_1.mp4,"fursat mai pee mene ek bottle daru, AAta tuch sang tujhi gaand kashi maru",0,4.152,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_727_1.mp4,./final_data/audio_conv/video_727_1.npy
2906,video_727.mp4,2,video_727_2.mp4,Saang saang saang tujhi gaand kashi maru,4.401,6.452,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_727_2.mp4,./final_data/audio_conv/video_727_2.npy
2907,video_728.mp4,1,video_728_1.mp4,"marne tak saath rahta hai ye mama, hot ladki dekh alag se dikhta in pajama",0,3.902,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_728_1.mp4,./final_data/audio_conv/video_728_1.npy
2908,video_728.mp4,2,video_728_2.mp4,"Andar se ye nikale creamy butter hai, bacche bechne wal ye to shop keeper hai",4.151,8.656,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_728_2.mp4,./final_data/audio_conv/video_728_2.npy
2909,video_728.mp4,3,video_728_3.mp4,chunne par isko ye sala kadak ho jaata hai rehti isme jaan ye to kaala tota hai,8.92,13.002,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_728_3.mp4,./final_data/audio_conv/video_728_3.npy
2910,video_729.mp4,1,video_729_1.mp4,"To vo puche iska naam, hum muh me dede usko bolke chausa aam",0,3.91,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_729_1.mp4,./final_data/audio_conv/video_729_1.npy
2911,video_729.mp4,2,video_729_2.mp4,jab chij choti rahe to chori bhai bolti hai jab rahe badi to chori haaye bolti hai,4.002,8.285,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_729_2.mp4,./final_data/audio_conv/video_729_2.npy
2912,video_729.mp4,3,video_729_3.mp4,"akele bhi rahe to haath se hota uska kaam, har aadmi rahta uska hi gulaam",8.59,13.202,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_729_3.mp4,./final_data/audio_conv/video_729_3.npy
2913,video_729.mp4,4,video_729_4.mp4,"Sher ye alg iski alag hi gufa hai, is lion ka raaz iske ande me chupa hai",13.58,17.002,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_729_4.mp4,./final_data/audio_conv/video_729_4.npy
2914,video_730.mp4,1,video_730_1.mp4,"Hoth mile chuswane ko, balls mile dabbane ko",0,2.901,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_730_1.mp4,./final_data/audio_conv/video_730_1.npy
2915,video_730.mp4,2,video_730_2.mp4,chut mili chudwane ko gaand mili karwane ko,3.403,6.404,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_730_2.mp4,./final_data/audio_conv/video_730_2.npy
2916,video_730.mp4,3,video_730_3.mp4,"aur ladko ko to kya mila janaab, sirf ek lund hilane ko",7.337,10.758,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_730_3.mp4,./final_data/audio_conv/video_730_3.npy
2917,video_731.mp4,1,video_731_1.mp4,aaj phir unka daba dukh diya humne,0,2.23,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_731_1.mp4,./final_data/audio_conv/video_731_1.npy
2918,video_731.mp4,2,video_731_2.mp4,lekar icecream ka naam andhere me chusa diya humne,2.43,5.92,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_731_2.mp4,./final_data/audio_conv/video_731_2.npy
2919,video_732.mp4,1,video_732_1.mp4,phaasla uhin barkrar rahne do,0,1.612,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_732_1.mp4,./final_data/audio_conv/video_732_1.npy
2920,video_732.mp4,2,video_732_2.mp4,nahi to gaand maar li jayegi aur awaj bhi nhi ayegi,1.911,3.922,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_732_2.mp4,./final_data/audio_conv/video_732_2.npy
2921,video_733.mp4,1,video_733_1.mp4,marenge teri hi gaand chahe jail ku na ho jaye,0.912,3.912,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_733_1.mp4,./final_data/audio_conv/video_733_1.npy
2922,video_734.mp4,1,video_734_1.mp4,kahna chahta hu ki lath maarke gaand kar dunga chit chiti,0,6.525,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_734_1.mp4,./final_data/audio_conv/video_734_1.npy
2923,video_734.mp4,2,video_734_2.mp4,par hone nhi dunga tumhe aamir sidaqui,7.151,9.825,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_734_2.mp4,./final_data/audio_conv/video_734_2.npy
2924,video_735.mp4,1,video_735_1.mp4,ki yaari hira hira aur tiktokero ki gaand me pisa hua jira,0,5.974,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_735_1.mp4,./final_data/audio_conv/video_735_1.npy
2925,video_736.mp4,1,video_736_1.mp4,ki aane waali hai thand aur tu bahen ke lowde le le mera land,0,4.515,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_736_1.mp4,./final_data/audio_conv/video_736_1.npy
2926,video_737.mp4,1,video_737_1.mp4,aur saare tiktoker hai behen ke lowde,0,2.404,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_737_1.mp4,./final_data/audio_conv/video_737_1.npy
2927,video_737.mp4,2,video_737_2.mp4,mere sasur ka phut gaya khopda,2.612,4.523,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_737_2.mp4,./final_data/audio_conv/video_737_2.npy
2928,video_737.mp4,3,video_737_3.mp4,oo tiktok ki maa ka bhosda,5.022,7.155,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_737_3.mp4,./final_data/audio_conv/video_737_3.npy
2929,video_738.mp4,1,video_738_1.mp4,sabse tej bhagta hai dubai ka ghoda,0,2.425,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_738_1.mp4,./final_data/audio_conv/video_738_1.npy
2930,video_738.mp4,2,video_738_2.mp4,aur sonu behen ka lowda,2.812,4.912,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_738_2.mp4,./final_data/audio_conv/video_738_2.npy
2931,video_739.mp4,1,video_739_1.mp4,aur teri maa ki chut,1.912,3.822,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_739_1.mp4,./final_data/audio_conv/video_739_1.npy
2932,video_740.mp4,1,video_740_1.mp4,bhosdike,1.222,3.812,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_740_1.mp4,./final_data/audio_conv/video_740_1.npy
2933,video_741.mp4,1,video_741_1.mp4,aa raha hu bhenchod gaand me ghus jao insaan ke,0,3.902,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_741_1.mp4,./final_data/audio_conv/video_741_1.npy
2934,video_742.mp4,1,video_742_1.mp4,to ye bagad billa madarchod uske sar pe goli marega,0.208,4.102,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_742_1.mp4,./final_data/audio_conv/video_742_1.npy
2935,video_742.mp4,2,video_742_2.mp4,tere ko goli maar di to,5.121,7.354,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_742_2.mp4,./final_data/audio_conv/video_742_2.npy
2936,video_742.mp4,3,video_742_3.mp4,to negative hi soch,8.202,9.922,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_742_3.mp4,./final_data/audio_conv/video_742_3.npy
2937,video_743.mp4,1,video_743_1.mp4,selfie lete lete bomb phat gaya na to sabse pahle chithre ke hi photo ayenge bhosdike,0,4.293,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_743_1.mp4,./final_data/audio_conv/video_743_1.npy
2938,video_744.mp4,1,video_744_1.mp4,ae madarchod mazak nhi ho rha idhar,0,3.215,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_744_1.mp4,./final_data/audio_conv/video_744_1.npy
2939,video_744.mp4,2,video_744_2.mp4,"bhosdike behenchod, bhai bhen aa rahi hai rakhi me",3.412,8.719,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_744_2.mp4,./final_data/audio_conv/video_744_2.npy
2940,video_744.mp4,3,video_744_3.mp4,jo jeeta wahi sikandar iski maa ka bhosdwa,9.012,10.72,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_744_3.mp4,./final_data/audio_conv/video_744_3.npy
2941,video_745.mp4,1,video_745_1.mp4,bhosdike bas bahut ho gaya tera,0,2.012,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_745_1.mp4,./final_data/audio_conv/video_745_1.npy
